	tconst	titleType	primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
42304	tt0078084	movie	The Adventures of Picasso	1978	115	Biography,Comedy	7.4	3757
42307	tt0078087	movie	Piranha	1978	94	Comedy,Horror,Sci-Fi	5.9	23052
42309	tt0078089	movie	Planet of Dinosaurs	1977	84	Drama,Sci-Fi	3.8	1833
42325	tt0078111	movie	Pretty Baby	1978	110	Drama	6.5	11945
42333	tt0078122	movie	Get Out Your Handkerchiefs	1978	108	Comedy,Drama,Romance	7.0	4090
42335	tt0078128	movie	Spiritual Kung Fu	1978	99	Action,Comedy,Fantasy	5.7	2354
42346	tt0078150	movie	Remember My Name	1978	94	Drama,Thriller	6.3	1454
42348	tt0078152	movie	The Meetings of Anna	1978	128	Drama	7.4	1893
42350	tt0078158	movie	Return from Witch Mountain	1978	95	Adventure,Family,Fantasy	5.7	5387
42354	tt0078163	movie	Revenge of the Pink Panther	1978	99	Comedy,Crime,Mystery	6.6	22381
42368	tt0078187	movie	Lupin the 3rd: The Mystery of Mamo	1978	102	Action,Adventure,Animation	6.9	1540
42377	tt0078199	movie	Same Time, Next Year	1978	119	Comedy,Drama,Romance	7.2	6409
42381	tt0078204	movie	Satyam Shivam Sundaram: Love Sublime	1978	172	Drama,Romance	7.0	1102
42388	tt0078212	movie	The Swissmakers	1978	107	Comedy	7.2	1140
42393	tt0078222	movie	Seeta Aur Geeta	1972	162	Adventure,Comedy,Drama	6.9	1978
42395	tt0078227	movie	Semi-Tough	1977	108	Comedy,Romance,Sport	5.9	3235
42403	tt0078238	movie	Sextette	1977	91	Comedy,Musical,Romance	3.8	1487
42404	tt0078239	movie	Sgt. Pepper's Lonely Hearts Club Band	1978	113	Adventure,Comedy,Fantasy	4.2	6762
42408	tt0078243	movie	The 36th Chamber of Shaolin	1978	116	Action,Adventure,Drama	7.6	17256
42413	tt0078251	movie	Snake and Crane Arts of Shaolin	1978	96	Action,Drama	6.4	2677
42414	tt0078252	movie	Snake in the Eagle's Shadow	1978	97	Action,Comedy	7.3	12320
42418	tt0078259	movie	The Shout	1978	86	Drama,Horror	6.6	4741
42425	tt0078269	movie	The Silent Partner	1978	106	Comedy,Crime,Drama	7.4	7108
42431	tt0078277	movie	Spawn of the Slithis	1978	86	Horror,Sci-Fi	4.0	1262
42438	tt0078288	movie	The Bloodstained Shadow	1978	109	Mystery,Thriller	6.3	1805
42447	tt0078299	movie	Desiderium	1978	111	Drama,Romance	8.2	2037
42448	tt0078300	movie	The Sister of Ursula	1978	96	Drama,Horror,Mystery	5.1	1129
42456	tt0078320	movie	Breakthrough	1979	111	Drama,War	5.0	1371
42460	tt0078326	movie	Straight Time	1978	114	Crime,Drama	7.4	9379
42462	tt0078333	movie	The Stud	1978	95	Drama,Romance	4.2	1098
42470	tt0078343	movie	The Killer Nun	1979	88	Horror,Mystery,Thriller	5.0	2058
42472	tt0078346	movie	Superman	1978	143	Action,Adventure,Sci-Fi	7.4	179943
42476	tt0078350	movie	The Swarm	1978	116	Horror,Thriller	4.5	8115
42480	tt0078355	movie	The Herd	1978	117	Drama	8.2	5103
42497	tt0078382	movie	Thank God It's Friday	1978	89	Comedy,Music	5.4	2932
42502	tt0078389	movie	The Thirty Nine Steps	1978	102	Crime,History,Mystery	6.6	2637
42508	tt0078398	movie	Ilsa the Tigress of Siberia	1977	90	Horror	4.8	1887
42512	tt0078405	movie	The Toolbox Murders	1978	93	Horror,Mystery,Thriller	5.2	4581
42520	tt0078417	movie	The Bermuda Triangle	1978	112	Horror,Mystery,Sci-Fi	4.0	1515
42521	tt0078418	movie	Trishul	1978	167	Action,Drama,Musical	7.6	2353
42532	tt0078435	movie	Message from Space	1978	105	Action,Adventure,Sci-Fi	4.8	1520
42534	tt0078437	movie	Jungle Holocaust	1977	88	Adventure,Horror	6.0	3897
42540	tt0078444	movie	An Unmarried Woman	1978	124	Comedy,Drama,Romance	7.1	5648
42542	tt0078446	movie	Up in Smoke	1978	86	Comedy,Music	6.9	39630
42556	tt0078467	movie	Violette	1978	124	Crime,Drama,Thriller	7.1	2431
42560	tt0078474	movie	Warlords of the Deep	1978	96	Adventure,Fantasy,Sci-Fi	5.5	2531
42563	tt0078477	movie	The Water Babies	1978	94	Adventure,Animation,Family	6.0	1417
42564	tt0078480	movie	Watership Down	1978	91	Adventure,Animation,Drama	7.6	37833
42565	tt0078481	movie	A Wedding	1978	125	Comedy,Drama	7.0	3606
42570	tt0078488	movie	Who Is Killing the Great Chefs of Europe?	1978	112	Comedy,Crime,Mystery	6.4	2479
42571	tt0078490	movie	Who'll Stop the Rain	1978	126	Action,Crime,Drama	6.7	3083
42572	tt0078492	movie	The Wild Geese	1978	134	Action,Adventure,Drama	6.8	13589
42577	tt0078504	movie	The Wiz	1978	134	Adventure,Family,Fantasy	5.5	15899
42582	tt0078513	movie	Yagyu Clan Conspiracy	1978	130	Action,Adventure,Drama	7.2	1620
42585	tt0078517	movie	Warriors Two	1978	95	Action,Comedy,Drama	7.2	1456
42595	tt0078528	movie	La zizanie	1978	97	Comedy	6.4	3952
42614	tt0078718	movie	And Justice for All	1979	119	Crime,Drama,Thriller	7.4	36538
42617	tt0078721	movie	10	1979	122	Comedy,Romance	6.1	18714
42618	tt0078723	movie	1941	1979	118	Action,Comedy,War	5.8	34896
42627	tt0078736	movie	Agatha	1979	105	Drama,Mystery,Thriller	6.2	3321
42631	tt0078740	movie	The Concorde... Airport '79	1979	113	Action,Drama,Thriller	4.4	6589
42635	tt0078748	movie	Alien	1979	117	Horror,Sci-Fi	8.5	900335
42636	tt0078749	movie	Alien 2: On Earth	1980	92	Adventure,Horror,Sci-Fi	3.6	1572
42639	tt0078754	movie	All That Jazz	1979	123	Drama,Music,Musical	7.8	33304
42645	tt0078763	movie	Camera Buff	1979	112	Comedy,Drama,Romance	7.8	7714
42648	tt0078767	movie	The Amityville Horror	1979	117	Horror	6.1	41588
42652	tt0078771	movie	Love on the Run	1979	94	Comedy,Drama,Romance	7.0	7195
42655	tt0078778	movie	Angels' Brigade	1979	97	Action,Comedy	2.2	2030
42656	tt0078780	movie	Animalympics	1980	78	Animation,Comedy,Family	6.8	2209
42659	tt0078784	movie	A Respectable Life	1979	102	Documentary	7.7	1195
42662	tt0078788	movie	Apocalypse Now	1979	147	Drama,Mystery,War	8.5	680209
42663	tt0078790	movie	The Apple Dumpling Gang Rides Again	1979	88	Comedy,Family,Western	6.0	3050
42665	tt0078792	movie	Arabian Adventure	1979	98	Adventure,Fantasy	5.6	1072
42669	tt0078797	movie	Arrebato	1979	115	Drama,Fantasy,Horror	6.9	3009
42672	tt0078801	movie	Ashanti	1979	118	Action,Adventure,Drama	5.4	2009
42678	tt0078812	movie	Avalanche Express	1979	88	Action,Thriller	4.9	1624
42679	tt0078813	movie	The Miser	1980	125	Comedy	6.6	4885
42697	tt0078836	movie	Bear Island	1979	118	Action,Adventure,Mystery	5.8	2574
42700	tt0078841	movie	Being There	1979	130	Comedy,Drama	8.0	74585
42705	tt0078846	movie	Beneath the Valley of the Ultra-Vixens	1979	93	Comedy	5.4	3208
42711	tt0078856	movie	Beyond the Poseidon Adventure	1979	114	Action,Adventure	4.6	5609
42719	tt0078867	movie	The Bitch	1979	89	Drama,Romance,Thriller	3.7	1177
42721	tt0078869	movie	The Black Hole	1979	98	Action,Sci-Fi	5.9	26711
42724	tt0078872	movie	The Black Stallion	1979	118	Adventure,Family,Sport	7.4	13405
42727	tt0078875	movie	The Tin Drum	1979	142	Drama,War	7.5	24960
42731	tt0078879	movie	Bloodline	1979	116	Crime,Drama,Mystery	4.6	1835
42745	tt0078902	movie	Breaking Away	1979	101	Comedy,Drama,Sport	7.7	24438
42748	tt0078907	movie	French Fried Vacation 2	1979	90	Comedy	7.4	8668
42749	tt0078908	movie	The Brood	1979	92	Horror,Sci-Fi	6.8	32120
42754	tt0078913	movie	Buffet Froid	1979	89	Comedy,Crime,Thriller	7.2	6151
42755	tt0078915	movie	The Bugs Bunny/Road-Runner Movie	1979	98	Animation,Comedy,Family	7.2	4295
42756	tt0078916	movie	Beyond the Darkness	1979	94	Horror	6.2	5375
42759	tt0078919	movie	Butch and Sundance: The Early Days	1979	115	Comedy,Western	5.7	1598
42771	tt0078935	movie	Cannibal Holocaust	1980	95	Adventure,Horror	5.8	58007
42772	tt0078936	movie	White Cannibal Queen	1980	90	Horror	3.3	1033
42782	tt0078950	movie	The Champ	1979	121	Drama,Sport	6.8	8900
42783	tt0078952	movie	Chapter Two	1979	124	Comedy,Drama,Romance	6.0	1197
42794	tt0078966	movie	The China Syndrome	1979	122	Drama,Thriller	7.4	31485
42800	tt0078975	movie	Circle of Iron	1978	102	Action,Adventure,Fantasy	5.7	2449
42801	tt0078976	movie	City on Fire	1979	106	Action,Drama	4.3	1427
42817	tt0079002	movie	Hothead	1979	89	Comedy,Drama,Sport	7.2	2116
42823	tt0079010	movie	Christ Stopped at Eboli	1979	150	Drama	7.7	2575
42825	tt0079013	movie	Cuba	1979	122	Adventure,Romance,Thriller	5.6	2872
42832	tt0079020	movie	Que Viva Mexico	1979	90	Documentary,Drama,Western	7.4	1815
42835	tt0079027	movie	The Dark	1979	92	Horror,Sci-Fi,Thriller	4.2	1734
42859	tt0079063	movie	Don Giovanni	1979	176	Drama,Music	7.6	1263
42865	tt0079073	movie	Dracula	1979	109	Drama,Horror,Romance	6.5	10484
42872	tt0079082	movie	The Driller Killer	1979	96	Drama,Horror,Thriller	5.2	8066
42873	tt0079083	movie	The Third Generation	1979	111	Crime,Drama	6.8	2649
42877	tt0079087	movie	You're Out of Your Mind, Maggie	1979	104	Comedy,Drama,Family	6.5	1827
42883	tt0079095	movie	The Marriage of Maria Braun	1979	120	Drama	7.7	14279
42886	tt0079100	movie	The Electric Horseman	1979	121	Comedy,Drama,Romance	6.4	9729
42899	tt0079116	movie	Escape from Alcatraz	1979	112	Action,Biography,Crime	7.6	141389
42900	tt0079117	movie	Escape to Athena	1979	125	Action,Adventure,Comedy	5.6	5433
42901	tt0079118	movie	Lemon Popsicle	1978	95	Comedy,Drama,Romance	6.4	3487
42906	tt0079123	movie	The Europeans	1979	90	Drama,Romance	6.2	1070
42907	tt0079128	movie	The Evictors	1979	92	Crime,Drama,Horror	5.4	1232
42911	tt0079135	movie	Fascination	1979	80	Horror	6.0	3297
42914	tt0079138	movie	Fast Company	1979	91	Drama,Sport	5.4	2423
42917	tt0079144	movie	Felicity	1978	90	Drama,Romance	5.2	1279
42920	tt0079147	movie	Mad Monkey Kung Fu	1979	116	Action,Comedy	6.7	1084
42924	tt0079153	movie	Firepower	1979	104	Action,Adventure,Crime	5.0	1046
42925	tt0079154	movie	The Fish That Saved Pittsburgh	1979	102	Comedy,Sport	5.3	1120
42927	tt0079156	movie	The Great Alligator	1979	88	Horror	4.5	1346
42934	tt0079168	movie	A Force of One	1979	90	Action,Crime,Drama	5.1	4113
42940	tt0079180	movie	The Frisco Kid	1979	119	Adventure,Comedy,Drama	6.3	11053
42942	tt0079182	movie	Vengeance Is Mine	1979	140	Crime,Drama	7.7	6887
42951	tt0079193	movie	The Garage	1980	96	Comedy,Drama	8.1	4010
42956	tt0079200	movie	The Gendarme and the Extra-Terrestrials	1979	96	Comedy,Crime,Sci-Fi	6.2	8922
42961	tt0079207	movie	Giallo in Venice	1979	98	Crime,Horror,Mystery	5.1	1163
42967	tt0079218	movie	Going Steady	1979	100	Comedy,Romance	5.6	1747
42968	tt0079219	movie	Going in Style	1979	97	Comedy,Crime,Drama	7.1	3585
42970	tt0079221	movie	Gol Maal	1979	120	Comedy,Romance	8.5	19487
42973	tt0079227	movie	Good Guys Wear Black	1978	95	Action	5.0	3522
42982	tt0079239	movie	The Great Santini	1979	115	Drama	7.2	6647
42983	tt0079240	movie	The Great Train Robbery	1978	110	Adventure,Crime,Drama	6.9	18647
42991	tt0079252	movie	Le Guignolo	1980	108	Action,Comedy	5.9	2359
42995	tt0079257	movie	H.O.T.S.	1979	98	Comedy	4.6	1926
42998	tt0079261	movie	Hair	1979	121	Comedy,Drama,Musical	7.5	38735
43003	tt0079268	movie	Hanover Street	1979	109	Action,Adventure,Drama	6.0	5617
43004	tt0079271	movie	Hardcore	1979	108	Crime,Drama	7.0	11901
43009	tt0079278	movie	Chilly Scenes of Winter	1979	95	Comedy,Drama,Romance	6.9	1369
43015	tt0079285	movie	Saturn 3	1980	88	Adventure,Horror,Sci-Fi	5.1	9950
43029	tt0079308	movie	Hot Stuff	1979	91	Action,Comedy,Crime	6.4	1190
43034	tt0079315	movie	The Fearless Hyena	1979	98	Action,Comedy	6.6	5076
43039	tt0079322	movie	I... For Icarus	1979	120	Crime,Drama,Mystery	7.9	4214
43046	tt0079336	movie	The In-Laws	1979	103	Action,Adventure,Comedy	7.3	9241
43055	tt0079351	movie	I'm for the Hippopotamus	1979	92	Action,Adventure,Comedy	6.6	8996
43066	tt0079367	movie	The Jerk	1979	94	Comedy	7.1	60192
43067	tt0079368	movie	The Jesus Film	1979	117	Biography,Drama,Family	7.1	2568
43070	tt0079372	movie	The Kid with the Golden Arm	1979	86	Action,Drama	7.0	1656
43079	tt0079386	movie	Kaala Patthar	1979	176	Action,Drama,History	7.6	2613
43090	tt0079400	movie	The Kids Are Alright	1979	109	Documentary,Music	8.0	3847
43102	tt0079417	movie	Kramer vs. Kramer	1979	105	Drama	7.8	149086
43109	tt0079428	movie	The Lady Vanishes	1979	97	Action,Comedy,Mystery	6.0	2868
43110	tt0079429	movie	The Lady in Red	1979	93	Action,Crime,Drama	6.3	1255
43112	tt0079432	movie	Dirty Ho	1979	103	Action,Comedy,Drama	7.1	1289
43115	tt0079437	movie	Last Embrace	1979	102	Mystery,Romance,Thriller	6.1	3085
43124	tt0079449	movie	Laura, les ombres de l'été	1979	95	Drama,Romance	5.7	1236
43125	tt0079450	movie	The Legacy	1978	102	Horror	5.7	3203
43134	tt0079470	movie	Life of Brian	1979	94	Comedy	8.0	407802
43135	tt0079472	movie	The Magnificent Butcher	1979	108	Action,Comedy,Drama	7.3	2497
43138	tt0079477	movie	A Little Romance	1979	110	Adventure,Comedy,Romance	7.4	6096
43142	tt0079482	movie	Long Weekend	1978	97	Horror,Mystery,Thriller	6.6	5625
43144	tt0079484	movie	Dragon Fist	1979	97	Action,Drama	6.1	2505
43147	tt0079488	movie	Love and Bullets	1979	103	Action,Crime,Drama	5.6	2106
43148	tt0079489	movie	Love at First Bite	1979	96	Comedy,Horror	6.1	6062
43152	tt0079495	movie	Luna	1979	142	Drama	6.4	5109
43154	tt0079501	movie	Mad Max	1979	88	Action,Adventure,Sci-Fi	6.8	212725
43157	tt0079509	movie	Fantasy Mission Force	1983	90	Action,Adventure,Comedy	4.5	1904
43158	tt0079510	movie	The Main Event	1979	112	Comedy,Romance,Sport	5.5	3039
43161	tt0079514	movie	Malibu High	1979	90	Crime,Drama,Thriller	5.0	1071
43164	tt0079517	movie	Mama Turns 100	1979	98	Comedy,Drama,Fantasy	7.1	1298
43167	tt0079522	movie	Manhattan	1979	96	Comedy,Drama,Romance	7.8	142774
43168	tt0079523	movie	Velvet Hands	1979	98	Comedy,Romance	6.4	1208
43176	tt0079540	movie	Meatballs	1979	94	Comedy	6.2	22787
43178	tt0079542	movie	Meetings with Remarkable Men	1979	108	Biography,Drama	7.2	1136
43183	tt0079550	movie	Meteor	1979	108	Action,Drama,Sci-Fi	5.0	7654
43200	tt0079574	movie	Moonraker	1979	126	Action,Adventure,Sci-Fi	6.2	104359
43201	tt0079576	movie	More American Graffiti	1979	110	Comedy,Drama,War	5.3	4796
43203	tt0079579	movie	Moscow Does Not Believe in Tears	1980	150	Comedy,Drama,Romance	8.1	13545
43207	tt0079584	movie	Mr. Natwarlal	1979	148	Action,Comedy,Romance	6.5	1421
43209	tt0079588	movie	The Muppet Movie	1979	95	Adventure,Comedy,Family	7.6	37412
43211	tt0079590	movie	Muqaddar Ka Sikandar	1978	189	Drama,Romance	7.4	2934
43213	tt0079592	movie	Murder by Decree	1979	124	Crime,Mystery,Thriller	6.8	6123
43215	tt0079596	movie	My Brilliant Career	1979	100	Biography,Drama,Romance	7.1	4556
43221	tt0079606	movie	National Class Category Up to 785 Ccm	1979	105	Comedy,Drama,Sport	8.4	3909
43228	tt0079615	movie	Uncle Marin, the Billionaire	1979	88	Comedy	8.3	3738
43231	tt0079619	movie	A Few Days from the Life of I.I. Oblomov	1980	140	Comedy,Drama,History	7.6	2392
43240	tt0079631	movie	Nightwing	1979	105	Horror	5.2	1599
43244	tt0079638	movie	Norma Rae	1979	114	Drama	7.3	12161
43245	tt0079639	movie	The North Avenue Irregulars	1979	100	Action,Comedy,Crime	6.7	1295
43246	tt0079640	movie	North Dallas Forty	1979	119	Comedy,Drama,Sport	6.9	5629
43247	tt0079641	movie	Nosferatu the Vampyre	1979	107	Drama,Horror	7.4	38014
43248	tt0079642	movie	Erotic Nights of the Living Dead	1980	88	Adult,Horror	4.1	1427
43254	tt0079652	movie	The Odd Angry Shot	1979	92	Action,Comedy,War	6.6	1286
43256	tt0079655	movie	Ogro	1979	115	Drama,Thriller	7.1	1011
43262	tt0079662	movie	The Olsen Gang Never Surrenders	1979	108	Comedy,Crime,Family	6.8	1686
43266	tt0079668	movie	The Onion Field	1979	126	Crime,Drama	6.8	5466
43268	tt0079672	movie	Opening Night	1977	144	Drama	7.9	11296
43271	tt0079679	movie	Autumn Marathon	1979	90	Comedy,Drama,Romance	7.8	3426
43278	tt0079688	movie	Over the Edge	1979	95	Crime,Drama	7.3	7525
43285	tt0079696	movie	The Maids of Wilko	1979	118	Drama,Romance	7.4	1375
43286	tt0079700	movie	The Passage	1979	98	Action,Drama,War	6.0	2080
43293	tt0079709	movie	Penitentiary	1979	99	Crime,Drama,Sport	5.7	1166
43297	tt0079714	movie	Phantasm	1979	89	Horror,Sci-Fi	6.6	38836
43300	tt0079718	movie	Flatfoot in Egypt	1980	108	Action,Comedy,Crime	6.1	3424
43314	tt0079738	movie	Doing Time	1979	93	Comedy,Crime	7.2	3249
43325	tt0079753	movie	The Prisoner of Zenda	1979	108	Adventure,Comedy	5.1	1310
43329	tt0079758	movie	Prophecy	1979	102	Horror,Sci-Fi,Thriller	5.5	5709
43330	tt0079759	movie	Orchestra Rehearsal	1978	72	Comedy,Drama,Music	7.1	4905
43335	tt0079764	movie	Five Evenings	1979	108	Drama,Romance	7.6	1355
43337	tt0079766	movie	Quadrophenia	1979	120	Drama,Music	7.2	19745
43339	tt0079770	movie	Quintet	1979	118	Drama,Mystery,Sci-Fi	5.0	3446
43341	tt0079773	movie	Radio On	1979	104	Drama,Music,Mystery	6.5	1032
43345	tt0079781	movie	Real Life	1979	99	Comedy	7.0	3453
43348	tt0079788	movie	Zombie Holocaust	1980	84	Adventure,Horror,Mystery	5.2	5633
43351	tt0079794	movie	Repmånad eller Hur man gör pojkar av män	1979	85	Comedy	6.5	3905
43360	tt0079808	movie	The Riddle of the Sands	1979	102	Adventure,Drama,Thriller	6.4	1315
43363	tt0079813	movie	Rock 'n' Roll High School	1979	93	Comedy,Music	6.6	10623
43365	tt0079815	movie	Rockers	1978	100	Comedy,Drama,Music	7.5	2065
43367	tt0079817	movie	Rocky II	1979	119	Drama,Sport	7.3	219963
43369	tt0079820	movie	The King and the Mockingbird	1980	83	Animation,Family,Fantasy	7.7	5291
43370	tt0079822	movie	Roller Boogie	1979	104	Comedy,Drama,Music	4.6	1971
43372	tt0079826	movie	The Rose	1979	125	Drama,Music,Romance	6.9	8921
43376	tt0079833	movie	Lupin III: The Castle of Cagliostro	1979	100	Action,Adventure,Animation	7.6	31684
43381	tt0079839	movie	Fun Is Beautiful	1980	97	Comedy	7.2	2742
43383	tt0079843	movie	Saint Jack	1979	112	Drama	7.0	2658
43389	tt0079854	movie	Every Man for Himself	1980	87	Drama	6.6	3657
43390	tt0079855	movie	Savage Weekend	1979	88	Horror	4.5	1699
43393	tt0079858	movie	Scavenger Hunt	1979	116	Comedy	5.8	2829
43394	tt0079859	movie	The Sheriff and the Satellite Kid	1979	93	Action,Comedy,Family	6.1	4029
43397	tt0079867	movie	Just a Gigolo	1978	147	Drama	5.5	1056
43400	tt0079871	movie	Scum	1979	98	Crime,Drama	7.6	12329
43404	tt0079875	movie	The Seduction of Joe Tynan	1979	108	Drama	6.1	1782
43411	tt0079886	movie	Legend of the Mountain	1979	192	Fantasy,Horror,Mystery	7.5	1042
43414	tt0079889	movie	Sankarabharanam	1980	143	Drama,Music,Romance	8.9	2286
43415	tt0079891	movie	Shaolin Temple	1982	100	Action,Comedy,Drama	6.8	4587
43418	tt0079894	movie	The Shape of Things to Come	1979	98	Adventure,Sci-Fi,Thriller	3.2	1145
43427	tt0079907	movie	Siberiade	1979	275	Drama,History,Romance	8.0	2201
43438	tt0079920	movie	The Brontë Sisters	1979	120	Biography,Drama,History	6.5	1147
43451	tt0079944	movie	Stalker	1979	162	Drama,Sci-Fi	8.1	138002
43452	tt0079945	movie	Star Trek: The Motion Picture	1979	143	Adventure,Mystery,Sci-Fi	6.4	92958
43453	tt0079946	movie	Starcrash	1978	92	Action,Adventure,Sci-Fi	4.0	7559
43454	tt0079948	movie	Starting Over	1979	105	Comedy,Romance	6.4	3034
43461	tt0079963	movie	Suhaag	1979	164	Action,Drama,Musical	6.6	1185
43467	tt0079971	movie	Supersonic Man	1979	88	Adventure,Comedy,Fantasy	3.1	1022
43473	tt0079980	movie	Serie Noire	1979	116	Crime,Drama	7.4	3302
43477	tt0079985	movie	The Secret Life of Nikola Tesla	1980	115	Biography,Drama	7.2	1437
43485	tt0080009	movie	Tess	1979	186	Drama,Romance	7.3	17423
43488	tt0080012	movie	That Sinking Feeling	1979	93	Comedy,Crime	6.7	1199
43491	tt0080016	movie	Thirst	1979	95	Drama,Horror,Mystery	5.8	1565
43494	tt0080024	movie	Tim	1979	109	Drama,Romance	6.4	3562
43495	tt0080025	movie	Time After Time	1979	112	Adventure,Drama,Sci-Fi	7.1	19519
43501	tt0080031	movie	Tom Horn	1980	98	Biography,Crime,Drama	6.8	5585
43505	tt0080040	movie	Tourist Trap	1979	90	Horror	6.1	11744
43513	tt0080057	movie	Zombie	1979	91	Horror	6.8	29206
43514	tt0080058	movie	The Humanoid	1979	100	Fantasy,Mystery,Sci-Fi	3.8	1045
43516	tt0080062	movie	Unidentified Flying Oddball	1979	93	Adventure,Comedy,Family	5.2	1275
43540	tt0080097	movie	The Villain	1979	89	Comedy,Western	5.3	7434
43541	tt0080100	movie	The Visitor	1979	108	Horror,Sci-Fi	5.1	4175
43552	tt0080116	movie	Wanda Nevada	1979	107	Comedy,Mystery,Romance	5.5	1444
43553	tt0080117	movie	The Wanderers	1979	112	Crime,Drama,Romance	7.3	11786
43555	tt0080120	movie	The Warriors	1979	93	Action,Crime,Thriller	7.6	105720
43561	tt0080130	movie	When a Stranger Calls	1979	97	Horror,Mystery,Thriller	6.4	13192
43565	tt0080139	movie	Winter Kills	1979	97	Comedy,Drama,Mystery	6.1	2967
43566	tt0080140	movie	Wise Blood	1979	106	Comedy,Drama	6.9	6104
43573	tt0080149	movie	Woyzeck	1979	80	Drama	7.0	10103
43579	tt0080157	movie	Yanks	1979	138	Drama,War	6.4	3606
43585	tt0080166	movie	Knockabout	1979	92	Action,Comedy,Drama	7.2	1463
43587	tt0080172	movie	Heroes of the East	1978	105	Action,Comedy	7.6	2428
43591	tt0080179	movie	Drunken Master	1978	111	Action,Comedy	7.4	41789
43592	tt0080180	movie	Zulu Dawn	1979	117	Adventure,Drama,History	6.6	7237
43600	tt0080310	movie	Breaker Morant	1980	107	Drama,History,War	7.8	13931
43608	tt0080319	movie	9 to 5	1980	109	Comedy	6.9	36190
43610	tt0080321	movie	AC/DC: Let There Be Rock	1980	98	Documentary,Music	8.3	1221
43611	tt0080322	movie	Aakrosh	1980	144	Crime,Drama,Music	7.9	1089
43618	tt0080339	movie	Airplane!	1980	88	Comedy	7.7	247673
43623	tt0080346	movie	The Alien Dead	1980	74	Comedy,Horror,Sci-Fi	2.7	1202
43625	tt0080354	movie	Alligator	1980	91	Horror,Sci-Fi,Thriller	6.1	14332
43628	tt0080360	movie	Altered States	1980	102	Horror,Sci-Fi,Thriller	6.9	36669
43630	tt0080362	movie	The Other Hell	1981	88	Horror,Thriller	4.7	1010
43632	tt0080365	movie	American Gigolo	1980	117	Crime,Drama,Mystery	6.3	27684
43637	tt0080377	movie	Any Which Way You Can	1980	116	Action,Comedy	6.1	20153
43638	tt0080379	movie	Cannibals in the Streets	1980	96	Drama,Fantasy,Horror	5.5	4023
